training_id,employee_id,course_name,category,start_date,end_date,duration_days,completion_status,score,cost_lkr,trainer,department,year
TRN239039,EMP003521,Cloud Computing Basics,Leadership,"May 01, 2021",2021-05-03,2,in progress,67,22147.62,Online,Humaan Resources,2021
TRN441671,EMP001367,HR Compliance,TECHNICAL,22 Nov 2020,2020/12/03,11,Dropped,81,106191.71,,human resources,2020
TRN398589,EMP007682,Risk Management,N/A,2023/06/05,2023/06/20,15,Completed,41,44625.43,EXTERNAL,customer support,2023
TRN467112,EMP018384,HR Compliance,,09/04/2022,2022-04-21,12,COMPLETED,96,115660.48,Online,Administraton,2022
TRN259298,EMP013004,Presentation Skills,N/A,2020/03/31,09 Apr 2020,9,completed,,,online,LEGAL,2020
TRN256586,EMP013775,Python for Analytics,technical,"February 17, 2024",19/02/2024,2,Dropped,70,95471.36,External,Engineerng,2024
TRN652093,EMP001465,Digital Transformation,,06-09-2022,2022-06-24,15,,79,149388.56,online,Legel,2022
TRN225994,EMP019471,Emotional Intelligence,Leadership,03/12/2020,12-15-2020,12,completed,52,,EXTERNAL,Administration,2020
TRN231206,EMP000838,Python for Analytics,N/A,03/07/2024,11/07/2024,8,Incomplete,99,52501.69,,Engineering,2024
TRN327724,EMP012942,Agile & Scrum,,04-10-2020,2020/04/11,1,In Progress,48,107608.91,Online,Fiance,2020
TRN469610,EMP016313,SQL Essentials,Technical,08 Jan 2023,"January 15, 2023",7,completed,66,140840.55,EXTERNAL,Operatons,2023
TRN805941,EMP017796,Financial Acumen,Soft Skills,"September 01, 2021",2021-09-16,15,Incomplete,50,92713.1,,Proc,2021
TRN305372,EMP006850,Negotiation Skills,Technical,"January 19, 2022",22 Jan 2022,3,COMPLETED,72,,,OPERATIONS,2022
TRN974674,EMP008659,Agile & Scrum,Technical,2023-01-08,01-20-2023,12 days,,80,71662.65,online,Mktg,2023
TRN739070,EMP009407,time management,technical,12 Mar 2021,15/03/2021,3,Incomplete,60,,,ADMIN,2021
TRN646333,EMP003410,Negotiation Skills,Soft Skills,11/08/2021,26 Aug 2021,15,Dropped,64,99091.78,Internal,Finance,2021
TRN574084,EMP006212,Advanced Excel,Leadership,14 Jan 2020,,12,COMPLETED,81,97539.33,internal,H.R.,2020
TRN366432,EMP005495,Conflict Resolution,N/A,2024-07-21,2024-08-01,11,in progress,81,137512.41,online,admin,2024
TRN152003,EMP978973,Cybersecurity Awareness,technical,2022-02-19,24/02/2022,5,COMPLETED,44,114346.53,online,sales,2022
TRN931299,EMP006594,Communication Skills,Soft Skills,06-15-2020,27/06/2020,12,COMPLETED,52,81386.26,Internal,Operatons,2020
TRN125054,EMP000146,Strategic Planning,soft skills,"August 26, 2020",2020-08-28,2,Dropped,59,88083.91,EXTERNAL,it,
TRN697829,EMP015489,Time Management,soft skills,"June 18, 2024",,14,completed,80,124070.78,online,Fiance,2024
TRN358407,EMP009017,Leadership Fundamentals,TECHNICAL,2020/03/26,05/04/2020,10 days,In Progress,53,68290.93,EXTERNAL,MARKETING,2020
TRN740605,EMP005276,Project Management,TECHNICAL,11-28-2023,12-05-2023,7,Dropped,44,87740.79,internal,Administration,2023
TRN231444,EMP017260,HR Compliance,Soft Skills,02/10/2021,2021-10-14,12,COMPLETED,95,66025.5,Online,admin,2021
TRN525414,EMP013944,agile & scrum,Leadership,"January 18, 2022",2022/02/02,15,Dropped,92,11919.39,online,Finance,2022
TRN664156,EMP014315,Cloud Computing Basics,N/A,2023/01/14,"January 20, 2023",6,,48,40289.05,,Fiance,2023
TRN697863,EMP009148,power bi basics,Compliance,09-03-2022,09 Sep 2022,6,,44,76251.91,Internal,H.R.,2022
TRN511139,EMP019975,Design Thinking,technical,2021/10/27,,1,Dropped,55,101716.11,,r&d,2021
TRN569862,EMP014935,Advanced Excel,,22/11/2020,11-26-2020,4 days,In Progress,72,138228.94,online,human resources,2020
TRN823780,EMP008698,Conflict Resolution,Soft Skills,2022/08/26,08-29-2022,3,in progress,74,89963.57,EXTERNAL,R&D,2022
TRN700149,EMP013394,cloud computing basics,Compliance,10 May 2024,11 May 2024,1,Completed,98,103743.35,EXTERNAL,Proc,2024
TRN677793,EMP013469,Strategic Planning,Technical,"July 21, 2023",2023/07/29,8,in progress,69,42104.53,,Law,
TRN740930,EMP014977,Agile & Scrum,Technical,2024/06/13,2024-06-27,14,COMPLETED,99,112390.83,External,Customer Support,2024
TRN565351,EMP018180,HR Compliance,N/A,2021-12-05,19 Dec 2021,14,completed,63,145883.56,,OPERATIONS,2021
TRN820346,EMP009770,emotional intelligence,Soft Skills,18/07/2021,25 Jul 2021,7 days,Dropped,85,33248.99,EXTERNAL,operations,2021
TRN867371,EMP006258,Project Management,Leadership,2021-06-12,"June 19, 2021",7,Completed,61,119644.53,Online,Operatons,2021
TRN431448,EMP019776,Emotional Intelligence,TECHNICAL,12-09-2020,,1,,80,19409.01,,FINANCE,2020
TRN834112,EMP009789,Financial Acumen,Technical,28/11/2023,2023/12/10,12,completed,46,131369.9,External,OPERATIONS,2023
TRN986872,EMP008378,Cloud Computing Basics,,10/05/2021,2021/05/17,7,Completed,64,100434.51,,Administraton,2021
TRN277260,EMP006738,Customer Handling,,"July 06, 2022",,11,COMPLETED,67,40054.24,Online,Human Resource,2022
TRN296171,EMP012758,Design Thinking,TECHNICAL,"February 24, 2023",03-05-2023,9,in progress,100,,External,Research and Development,2023
TRN770289,EMP008559,Conflict Resolution,Technical,24/08/2020,"August 27, 2020",3,Dropped,74,103770.64,online,Research & Dev,2020
TRN131935,EMP007480,Python for Analytics,technical,2024/01/27,2024/01/31,4,COMPLETED,70,23590.03,Internal,Sales,2024
TRN795592,EMP004417,Design Thinking,N/A,"July 21, 2023",26/07/2023,5,,43,123027.47,,Human Resources,2023
TRN207839,EMP000626,Emotional Intelligence,Soft Skills,2023-07-02,05 Jul 2023,3,Incomplete,79,82459.41,EXTERNAL,Marketing,2023
TRN918401,EMP017298,HR Compliance,Soft Skills,2021/05/11,19/05/2021,8,,53,54368.8,Online,Administraton,2021
TRN859847,EMP015830,Data Analysis,Soft Skills,30 Sep 2022,2022-10-09,9,,60,39502.42,External,CS,2022
TRN960804,EMP013924,Presentation Skills,Technical,"May 18, 2020",2020/05/31,13,COMPLETED,,15813.27,EXTERNAL,r&d,2020
TRN725939,EMP001145,Risk Management,N/A,"January 26, 2022",2022-02-10,15,In Progress,44,,External,Sales,2022
TRN904597,EMP004552,Communication Skills,soft skills,"November 08, 2022",2022/11/12,4,In Progress,40,119184.56,internal,Sale,2022
TRN938716,EMP007514,Customer Handling,TECHNICAL,22/05/2023,"May 30, 2023",8,,,23795.36,internal,SALES,2023
TRN194498,EMP006656,Communication Skills,Leadership,02/02/2024,02-06-2024,4,In Progress,87,,EXTERNAL,Marketting,2024
TRN729658,EMP008922,Cybersecurity Awareness,Soft Skills,23/05/2024,"May 29, 2024",6,Completed,84,75650.05,online,marketing,2024
TRN507292,EMP015976,Presentation Skills,N/A,"November 21, 2023",,13,completed,78,21721.04,Internal,r&d,2023
TRN764651,EMP007632,Emotional Intelligence,technical,16 Apr 2021,28/04/2021,12,Incomplete,59,32315.99,EXTERNAL,Fin,2021
TRN998338,EMP004642,Cloud Computing Basics,Soft Skills,12-31-2020,01-04-2021,4,,64,141801.7,online,Fin,2020
TRN963702,EMP014203,Project Management,TECHNICAL,11-06-2022,2022-11-07,1,Dropped,70,,External,Human Resources,2022
TRN539928,EMP009560,HR Compliance,Compliance,2022-11-21,12-02-2022,11,in progress,43,92208.31,Online,engineering,2022
TRN583100,EMP006314,Presentation Skills,Compliance,2021/07/07,10/07/2021,3 days,Incomplete,62,145812.73,online,PROCUREMENT,2021
TRN270966,EMP006063,SQL Essentials,Technical,17/01/2021,"January 26, 2021",9,COMPLETED,69,100428.27,internal,Operations,2021
TRN772210,EMP009434,Financial Acumen,Compliance,"January 01, 2021",04 Jan 2021,3,completed,60,144549.63,Internal,Fin,2021
TRN910863,EMP017353,Power BI Basics,,07/09/2021,09-22-2021,15,Dropped,88,,Internal,I.T.,2021
TRN634683,EMP012488,SQL Essentials,TECHNICAL,2023-05-18,02/06/2023,15,In Progress,100,19113.13,External,Operatons,2023
TRN833189,EMP018658,Communication Skills,,"November 16, 2021",2021-11-25,9,completed,52,45133.9,online,customer support,2021
TRN880894,EMP003670,Communication Skills,soft skills,05-19-2020,2020-06-02,14 days,In Progress,50,24972.33,online,R&D,2020
TRN693189,EMP010950,Digital Transformation,Leadership,"February 27, 2022",2022/03/13,14,In Progress,,68658.89,,R&D,
TRN401378,EMP011660,Emotional Intelligence,,07-09-2021,07-11-2021,2,completed,81,85374.68,Online,HR,2021
TRN925568,EMP003262,Advanced Excel,Compliance,02 Jan 2022,"January 06, 2022",4,Completed,81,23511.89,External,OPERATIONS,2022
TRN369888,EMP007895,Leadership Fundamentals,Leadership,"December 13, 2020",26/12/2020,13,completed,84,120817.82,EXTERNAL,ENGINEERING,2020
TRN767544,EMP005980,Presentation Skills,TECHNICAL,17/11/2020,26 Nov 2020,9 days,In Progress,,26720.73,External,Legel,2020
TRN694727,EMP016276,Advanced Excel,Compliance,"September 17, 2022",09-28-2022,11,In Progress,73,120755.83,Online,Procurement,2022
TRN853803,EMP008513,Python for Analytics,soft skills,08 Apr 2024,16/04/2024,8,completed,60,18422.68,Internal,I.T.,2024
TRN314222,EMP011730,Python for Analytics,Leadership,27 May 2020,02 Jun 2020,6,Dropped,80,32319.27,External,legal,2020
TRN249582,EMP009305,SQL Essentials,Technical,23 May 2023,02 Jun 2023,10,Incomplete,64,28377.88,Online,Finance,2023
TRN334123,EMP007813,Advanced Excel,Technical,12/10/2020,21/10/2020,9,COMPLETED,85,123780.94,External,LEGAL,2020
TRN896429,EMP011145,Python for Analytics,Compliance,08-23-2021,27/08/2021,4,Completed,70,76086.12,internal,LEGAL,2021
TRN524421,EMP005222,Six Sigma Green Belt,TECHNICAL,2024/03/11,24/03/2024,13,In Progress,89,121683.97,internal,Sales,2024
TRN175081,EMP007001,Leadership Fundamentals,Compliance,12-29-2020,2021-01-09,11,completed,91,34741.49,Internal,Customer Support,2020
TRN932729,EMP014891,Cloud Computing Basics,Technical,30 Oct 2021,2021/11/14,15,Incomplete,,8351.23,Internal,Customer Support,2021
TRN645034,EMP019246,Advanced Excel,soft skills,2023/04/01,2023-04-10,9,Completed,69,108662.24,internal,IT,2023
TRN307613,EMP003922,Time Management,,06-12-2021,22/06/2021,10,completed,59,89014.0,internal,Proc,2021
TRN468910,EMP003798,Python for Analytics,technical,2023/06/18,27/06/2023,9,,59,53262.71,online,ENGINEERING,2023
TRN104158,EMP013277,leadership fundamentals,technical,"September 01, 2021",04 Sep 2021,3,completed,59,114165.71,,R&D,2021
TRN955934,EMP008213,Leadership Fundamentals,technical,2021/03/09,16 Mar 2021,7,,53,145022.81,online,Marketing,2021
TRN532102,EMP012782,Risk Management,Technical,"April 18, 2021",2021-04-29,11,COMPLETED,45,115641.91,,CS,2021
TRN181971,EMP005594,Agile & Scrum,technical,2021/01/01,05 Jan 2021,4,Dropped,62,99782.97,EXTERNAL,Human Resource,2021
TRN730896,EMP965680,Negotiation Skills,N/A,11-03-2021,2021-11-14,11,Completed,68,29190.9,internal,Admin,2021
TRN585836,EMP010586,HR Compliance,technical,"September 29, 2020",2020/10/02,3,Completed,66,52493.13,Online,MARKETING,2020
TRN402585,EMP011012,Conflict Resolution,,2023/11/17,20/11/2023,3,in progress,89,59833.01,EXTERNAL,CS,2023
TRN214215,EMP019305,Emotional Intelligence,,2022/11/14,"November 22, 2022",8,Completed,54,7630.21,External,Customer service,2022
TRN341959,EMP017891,Six Sigma Green Belt,TECHNICAL,"January 13, 2022",23 Jan 2022,10,Incomplete,72,73788.47,Online,OPERATIONS,2022
TRN410266,EMP007351,hr compliance,Compliance,"December 09, 2023",11 Dec 2023,2,Dropped,79,79369.18,External,Cust Support,2023
TRN817474,EMP014756,Digital Transformation,Leadership,02-12-2024,2024/02/20,8,In Progress,67,34586.66,Online,Information Technology,2024
TRN403753,EMP008233,Negotiation Skills,Compliance,09 Jan 2023,11/01/2023,2,Incomplete,80,66829.33,EXTERNAL,Information Technology,2023
TRN355005,EMP010681,Risk Management,N/A,29 Sep 2021,"October 03, 2021",4,in progress,42,144333.45,EXTERNAL,Slaes,2021
TRN634225,EMP012360,data analysis,Technical,2020/08/25,2020/08/27,2,in progress,76,84278.34,internal,Legal,2020
TRN929536,EMP012967,Financial Acumen,Compliance,26/04/2020,05-05-2020,9,COMPLETED,74,28572.43,Online,Admin,2020
TRN556580,EMP008788,Communication Skills,soft skills,05-01-2023,05 May 2023,4,completed,53,,EXTERNAL,Enginering,2023
TRN165155,EMP004405,Time Management,technical,24/05/2024,03 Jun 2024,10,Incomplete,77,135355.1,,Operatons,2024
TRN552015,EMP019172,Conflict Resolution,Technical,18 Dec 2020,2020-12-31,13,In Progress,64,,,Info Tech,2020
TRN847570,EMP001667,Conflict Resolution,soft skills,2022-01-15,01-22-2022,7,In Progress,88,77000.37,Internal,r&d,2022
TRN385029,EMP013012,SQL Essentials,Technical,09-21-2020,22 Sep 2020,1,COMPLETED,42,58413.67,External,Finance,2020
TRN293819,EMP017423,Negotiation Skills,,09/04/2024,"April 10, 2024",1,in progress,58,10014.2,EXTERNAL,Finance,2024
TRN862703,EMP016373,Digital Transformation,,24 Jun 2021,2021/07/03,9,COMPLETED,45,27730.96,External,operations,2021
TRN375855,EMP017200,Design Thinking,N/A,2022/05/06,14 May 2022,8,completed,83,143562.65,EXTERNAL,sales,2022
TRN368341,EMP006184,Leadership Fundamentals,Leadership,22 Feb 2021,04/03/2021,10,Incomplete,78,35863.71,Online,Admin,2021
TRN915763,EMP951808,Cybersecurity Awareness,technical,2023-09-21,"September 29, 2023",8,In Progress,69,118276.75,,HR,2023
TRN150129,EMP005869,Python for Analytics,N/A,06-02-2024,15/06/2024,13,Completed,75,28771.38,,Operatons,2024
TRN340485,EMP016087,Python for Analytics,Soft Skills,26/07/2020,04/08/2020,9,Dropped,68,113621.82,online,Administraton,2020
TRN862759,EMP010671,Customer Handling,technical,2023-08-12,2023-08-13,1,completed,,19758.27,internal,Human Resource,2023
TRN340334,EMP014375,Strategic Planning,Compliance,2022-04-27,2022-05-07,10,Incomplete,40,20447.53,Online,admin,2022
TRN341786,EMP984656,Customer Handling,N/A,12-03-2023,12-06-2023,3,COMPLETED,62,,online,customer support,2023
TRN486687,EMP006488,Cloud Computing Basics,Leadership,09-27-2022,10-12-2022,15,In Progress,91,52103.9,External,customer support,2022
TRN932683,EMP009008,HR Compliance,TECHNICAL,"May 22, 2021",05-24-2021,2,Dropped,,133954.56,External,Customer Support,2021
TRN262565,EMP018209,Strategic Planning,N/A,2023-02-08,"February 18, 2023",10,in progress,95,144628.56,Online,ADMIN,2023
TRN196395,EMP001280,Six Sigma Green Belt,Compliance,2021/05/07,"May 22, 2021",15,COMPLETED,68,39437.99,External,RnD,2021
TRN448245,EMP006583,Strategic Planning,,07/02/2023,02-15-2023,8,Completed,93,129811.02,internal,Cust Support,2023
TRN561159,EMP004662,SQL Essentials,Soft Skills,"December 24, 2022",2022/12/29,5,in progress,71,30719.47,,Info Tech,2022
TRN794471,EMP000097,Emotional Intelligence,Soft Skills,09 Apr 2021,,14,Incomplete,,78296.75,Internal,HR,2021
TRN292880,EMP001421,Agile & Scrum,,11 Jun 2021,"June 22, 2021",11,in progress,87,143866.5,,Finance,2021
TRN786445,EMP905144,Project Management,N/A,04-24-2022,2022/05/07,13,COMPLETED,83,96003.54,online,LEGAL,2022
TRN966754,EMP010428,Agile & Scrum,technical,03/02/2021,,6,in progress,84,130905.04,EXTERNAL,operations,2021
TRN328060,EMP013689,Leadership Fundamentals,technical,"October 08, 2021",2021-10-19,11,completed,,35039.43,,H.R.,2021
TRN426826,EMP001727,Agile & Scrum,technical,"November 01, 2020",2020-11-06,5,completed,52,138637.31,internal,Fiance,2020
TRN871446,EMP012815,Cloud Computing Basics,technical,10-13-2023,10-22-2023,9 days,in progress,81,80075.37,,Slaes,2023
TRN920938,EMP971698,hr compliance,Technical,17/08/2023,31/08/2023,14,Dropped,72,7170.3,Online,engineering,
TRN226273,EMP016129,Communication Skills,,10-25-2023,29/10/2023,4,completed,92,103971.25,internal,finance,
TRN760559,EMP016979,Negotiation Skills,TECHNICAL,2020/08/31,"September 10, 2020",10,,57,111643.1,online,procurement,2020
TRN915921,EMP014418,leadership fundamentals,Soft Skills,11-21-2020,2020/11/26,5,completed,86,117310.97,EXTERNAL,Sale,2020
TRN684527,EMP001350,Negotiation Skills,N/A,06-01-2023,06-02-2023,1,in progress,97,36811.81,External,Proc,2023
TRN990768,EMP014561,Agile & Scrum,Technical,"February 20, 2022","February 27, 2022",7,completed,89,125291.51,External,Cust Support,
TRN947965,EMP006176,Risk Management,soft skills,2020-10-03,"October 18, 2020",15,Dropped,73,10662.99,internal,r&d,2020
TRN416310,EMP011377,SQL Essentials,N/A,05 Nov 2020,"November 09, 2020",4,Dropped,91,11512.28,online,it,2020
TRN928277,EMP005658,Data Analysis,Leadership,2024/06/12,,7,Incomplete,85,45776.35,Online,I.T.,2024
TRN354942,EMP007614,Emotional Intelligence,Compliance,02/03/2024,2024/03/14,12,COMPLETED,65,140015.37,External,r&d,2024
TRN444944,EMP009395,Leadership Fundamentals,TECHNICAL,2021/06/05,18 Jun 2021,13,Completed,86,,External,customer support,2021
TRN731408,EMP008566,Digital Transformation,TECHNICAL,11-02-2021,,8,Dropped,91,10739.56,Online,Marketing,2021
TRN312124,EMP005662,Conflict Resolution,,01-30-2024,2024-02-10,11,In Progress,82,121179.38,External,H.R.,2024
TRN184976,EMP001070,Financial Acumen,technical,03-20-2023,04-02-2023,13,,97,62889.47,External,LEGAL,2023
TRN556416,EMP013310,Negotiation Skills,technical,20 May 2024,"June 01, 2024",12,Dropped,46,15863.24,internal,Slaes,2024
TRN601074,EMP003982,Python for Analytics,soft skills,2021-02-13,27/02/2021,14,in progress,56,140509.03,External,Sale,2021
TRN457274,EMP011465,SQL Essentials,Compliance,05 Nov 2021,2021-11-11,6,In Progress,65,41460.93,Online,Ops,
TRN152171,EMP005269,HR Compliance,N/A,2021/03/18,2021-03-28,10,in progress,53,30688.52,internal,ADMIN,2021
TRN804635,EMP014674,Presentation Skills,TECHNICAL,25 Sep 2020,02 Oct 2020,7,,54,5294.96,Online,operations,2020
TRN146786,EMP008185,HR Compliance,TECHNICAL,08-03-2021,10/08/2021,7,COMPLETED,98,39015.8,,Procurment,2021
TRN279674,EMP013934,Time Management,,06-14-2024,06-22-2024,8,in progress,87,61559.22,EXTERNAL,RnD,2024
TRN787710,EMP013135,Financial Acumen,Soft Skills,2021-04-07,21/04/2021,14,,64,,,OPERATIONS,2021
TRN424446,EMP011333,Risk Management,Technical,2024-01-30,2024-02-04,5 days,COMPLETED,48,130558.11,internal,procurement,2024
TRN767762,EMP013292,Data Analysis,technical,17/10/2021,"October 28, 2021",11,in progress,70,124616.91,,Engineerng,2021
TRN801883,EMP016138,Strategic Planning,N/A,02-14-2024,2024-02-18,4,Completed,89,114091.11,Online,PROCUREMENT,2024
TRN810047,EMP003489,financial acumen,TECHNICAL,24/08/2020,2020-08-27,3,Dropped,80,85768.97,EXTERNAL,Fin,2020
TRN166270,EMP007763,Leadership Fundamentals,Compliance,2024/03/12,13/03/2024,1 days,in progress,44,73538.52,External,Administraton,2024
TRN121147,EMP000168,Cloud Computing Basics,,2022/05/17,06-01-2022,15,,58,72659.43,online,Marketing,2022
TRN239401,EMP009606,Cybersecurity Awareness,Compliance,04-01-2022,04-04-2022,3,in progress,65,129893.58,internal,Operations,2022
TRN512127,EMP003263,presentation skills,soft skills,23 Jun 2022,2022-06-27,4,Completed,74,21100.66,online,Marketing,2022
TRN382074,EMP016177,Strategic Planning,N/A,02-29-2020,02/03/2020,2,completed,93,36634.66,,ENGINEERING,2020
TRN876564,EMP012763,Presentation Skills,Soft Skills,10/06/2020,17 Jun 2020,7,Incomplete,49,55557.49,,human resources,2020
TRN664919,EMP016397,Negotiation Skills,technical,2024-05-05,20/05/2024,15,Dropped,68,79919.06,internal,Procurement,2024
TRN347484,EMP006939,Advanced Excel,,09-05-2021,,9,Completed,69,,internal,legal,2021
TRN503875,EMP009604,Project Management,Compliance,2021/07/11,,13,Dropped,51,66704.02,External,admin,2021
TRN928549,EMP011082,Presentation Skills,TECHNICAL,2024/07/15,2024/07/28,13,In Progress,42,62761.47,External,LEGAL,2024
TRN850649,EMP000335,Presentation Skills,soft skills,27/06/2022,2022/07/04,7,,57,103172.61,internal,ADMIN,
TRN487605,EMP013809,Negotiation Skills,Technical,01-05-2022,06 Jan 2022,1,Incomplete,,60002.03,internal,it,2022
TRN830130,EMP014147,Emotional Intelligence,soft skills,21 Jul 2021,2021/07/26,5,Dropped,69,70524.44,,Research & Dev,2021
TRN646291,EMP004881,Risk Management,TECHNICAL,"July 15, 2024",2024/07/22,7,completed,43,85875.61,External,Sales,2024
TRN314569,EMP004712,Risk Management,TECHNICAL,2021-10-19,,14,In Progress,43,16324.75,EXTERNAL,Operations,
TRN998500,EMP002017,Project Management,Compliance,10 Jun 2020,18/06/2020,8,Dropped,90,107719.2,EXTERNAL,legal,2020
TRN949638,EMP018197,SQL Essentials,Soft Skills,28 Dec 2023,"January 01, 2024",4,In Progress,51,51088.34,online,Fin,2023
TRN133613,EMP019453,Agile & Scrum,technical,01-01-2023,2023-01-12,11,Dropped,97,22209.45,EXTERNAL,Research and Development,2023
TRN459772,EMP006171,Cybersecurity Awareness,TECHNICAL,15 Dec 2021,2021/12/18,3,Incomplete,44,100105.63,internal,Fiance,2021
TRN730623,EMP011088,Risk Management,Leadership,20/11/2022,28 Nov 2022,8,COMPLETED,63,133875.64,online,engineering,2022
TRN362040,EMP005064,Customer Handling,N/A,2021-06-14,17 Jun 2021,3,In Progress,49,23961.94,External,SALES,2021
TRN687943,EMP014152,Power BI Basics,TECHNICAL,"January 31, 2024",2024/02/08,8,in progress,81,125810.26,Online,sales,2024
TRN328752,EMP011972,Conflict Resolution,Soft Skills,01 Nov 2020,2020-11-15,14,,78,55112.07,online,OPERATIONS,2020
TRN496248,EMP018372,data analysis,soft skills,2023-05-17,2023-05-27,10,Completed,72,138244.41,online,Engineerng,2023
TRN338936,EMP013006,Digital Transformation,technical,15 Aug 2021,2021-08-21,6,In Progress,47,141140.07,online,Procurment,2021
TRN751060,EMP000768,Customer Handling,technical,16/07/2021,2021/07/30,14 days,COMPLETED,64,53812.86,Internal,Sales,2021
TRN455978,EMP014496,Financial Acumen,Soft Skills,01-30-2023,,9,COMPLETED,42,76656.64,EXTERNAL,Fin,
TRN155810,EMP018071,python for analytics,N/A,04-01-2022,2022-04-09,8,Incomplete,,36872.15,External,Operations,2022
TRN804932,EMP018836,cybersecurity awareness,,05/02/2020,02-13-2020,8 days,In Progress,42,148094.06,,PROCUREMENT,2020
TRN284414,EMP012778,Advanced Excel,Compliance,12 Jul 2022,2022/07/16,4,Dropped,,18210.04,,engineering,2022
TRN108689,EMP011987,Project Management,technical,22/02/2020,25 Feb 2020,3,,,93913.29,EXTERNAL,Customer Support,2020
TRN413103,EMP008692,digital transformation,,01-05-2023,2023/01/15,10,In Progress,100,31960.93,internal,ADMIN,2023
TRN931390,EMP014035,Negotiation Skills,Leadership,06-24-2024,25/06/2024,1,In Progress,79,55884.1,online,PROCUREMENT,2024
TRN916404,EMP004654,Strategic Planning,N/A,2021-11-03,"November 13, 2021",10,in progress,98,138464.89,Internal,IT,2021
TRN206091,EMP008812,communication skills,TECHNICAL,"March 26, 2020",,15 days,,71,41386.18,online,HR,2020
TRN928477,EMP007623,Advanced Excel,N/A,25/04/2020,2020/05/05,10 days,COMPLETED,99,72933.12,,Operatons,2020
TRN771038,EMP001078,Six Sigma Green Belt,Leadership,07-11-2020,2020-07-16,5,Completed,72,42215.7,External,HR,2020
TRN758203,EMP002911,Presentation Skills,,20 Feb 2024,01/03/2024,10,completed,57,135766.17,External,Finance,2024
TRN340663,EMP006673,Conflict Resolution,Compliance,11-05-2021,2021/11/17,12,in progress,98,61384.18,EXTERNAL,Information Technology,2021
TRN710717,EMP014555,Strategic Planning,technical,28/07/2023,"July 29, 2023",1,in progress,67,50644.02,EXTERNAL,Admin,2023
TRN713914,EMP009590,Advanced Excel,TECHNICAL,2022-05-10,12 May 2022,2 days,COMPLETED,98,,EXTERNAL,Slaes,2022
TRN165771,EMP018651,Power BI Basics,Leadership,09 May 2021,22/05/2021,13,completed,59,25019.96,EXTERNAL,it,2021
TRN281891,EMP002739,Python for Analytics,Soft Skills,12-18-2023,12-28-2023,10,Completed,64,91013.13,External,r&d,2023
TRN359638,EMP007963,Customer Handling,Technical,"July 30, 2021",01 Aug 2021,2,completed,87,78567.06,External,RnD,2021
TRN593842,EMP019751,Advanced Excel,Compliance,2021/10/23,"October 31, 2021",8,completed,80,118452.41,internal,Administration,2021
TRN501063,EMP006149,Agile & Scrum,N/A,"May 13, 2024",05-19-2024,6,,67,7621.59,EXTERNAL,Finance,2024
TRN373228,EMP005768,Advanced Excel,soft skills,2021/11/17,,9,Incomplete,68,104342.48,External,Marketing,2021
TRN651877,EMP013738,communication skills,Compliance,09 Nov 2022,2022-11-10,1,COMPLETED,91,44773.23,,ADMIN,2022
TRN579385,EMP019938,Advanced Excel,Leadership,"June 23, 2024",2024-07-06,13,completed,54,29891.03,Online,Engineering,2024
TRN759579,EMP012689,Power BI Basics,Soft Skills,2023/11/04,2023/11/07,3,in progress,44,20740.91,Online,Legal,2023
TRN813873,EMP000930,Cybersecurity Awareness,N/A,25 Jun 2024,07-06-2024,11,in progress,100,97984.11,EXTERNAL,PROCUREMENT,2024
TRN396294,EMP018599,Conflict Resolution,Soft Skills,12-27-2023,2023-12-29,2,Dropped,,28916.61,EXTERNAL,H.R.,2023
TRN201647,EMP001551,Six Sigma Green Belt,soft skills,2021/11/12,2021/11/25,13,COMPLETED,97,,EXTERNAL,Administraton,2021
TRN659451,EMP008663,Advanced Excel,Technical,2022/06/19,2022/06/29,10,,100,69944.22,Online,Information Technology,2022
TRN964440,EMP014942,Power BI Basics,Compliance,09/11/2023,11-12-2023,3,COMPLETED,73,67020.76,,Marketing,2023
TRN732740,EMP011637,Presentation Skills,TECHNICAL,02/11/2020,05 Nov 2020,3 days,Dropped,47,133235.46,EXTERNAL,SALES,2020
TRN624443,EMP015883,Advanced Excel,Leadership,28 Dec 2020,2021-01-03,6,in progress,78,44924.76,,SALES,2020
TRN200087,EMP014395,SQL Essentials,soft skills,2021-08-24,04 Sep 2021,11,In Progress,67,140313.29,External,Operatons,2021
TRN561361,EMP007575,Time Management,Technical,"October 21, 2023",05 Nov 2023,15,COMPLETED,90,68558.18,External,PROCUREMENT,2023
TRN298574,EMP008904,Negotiation Skills,Compliance,20 Jul 2024,25 Jul 2024,5,Incomplete,67,83022.58,online,sales,2024
TRN267464,EMP017057,Negotiation Skills,Technical,03-18-2020,03-30-2020,12,in progress,44,45499.92,Online,Admin,2020
TRN173896,EMP000165,Presentation Skills,,04-01-2021,04/04/2021,3,COMPLETED,100,87032.68,online,Info Tech,2021
TRN659742,EMP002096,Time Management,TECHNICAL,2021/08/14,08-20-2021,6 days,in progress,60,97034.7,Online,H.R.,2021
TRN404334,EMP010721,Cybersecurity Awareness,Soft Skills,2022-09-17,09-23-2022,6,,93,120370.87,Online,Cust Support,2022
TRN230543,EMP017112,Presentation Skills,,03/06/2022,,3,Completed,100,115254.43,External,sales,2022
TRN426415,EMP019590,HR Compliance,soft skills,2024-02-27,03-05-2024,7,In Progress,65,75020.01,Online,customer support,2024
TRN782993,EMP004829,Python for Analytics,soft skills,"April 15, 2021",18 Apr 2021,3 days,completed,70,48430.06,EXTERNAL,Eng,2021
