review_id,employee_id,review_period,review_date,reviewer_id,performance_score,rating_label,goals_achieved_pct,communication_score,teamwork_score,leadership_score,technical_score,comments,department,created_at
REV512417,EMP013006,Q2 2024,07 Oct 2023,EMP016791,4.7,4 - Good,25%,3.8,4.6,3.0,1.9,,Operatons,"October 07, 2023"
REV897180,EMP011676,Q2 2024,"November 22, 2023",EMP007336,4.4,Average,55%,2.9,2.6,3.0,1.8,Struggles with deadlines,RnD,2023-11-22
REV981539,EMP012761,Q3 2023,28 Oct 2022,EMP018264,2.0,good,54%,4.4,,2.4,3.1,consistent results,Procurment,"October 28, 2022"
REV812951,EMP014926,Q3 2022,"July 02, 2021",EMP005873,3.0,Average,65%,1.5,2.0,4.8,4.2,Consistent results,operations,"July 02, 2021"
REV956114,EMP009878,Q3 2021,"October 27, 2021",EMP015143,4.0,EXCELLENT,36%,1.4,4.1,2.5,3.9,Excellent communicator,Operatons,27/10/2021
REV374536,EMP001246,Q1 2023,19 Jun 2022,EMP000617,4.1 ,4-Good,80%,4.5,3.6,1.5,2.2,NEEDS IMPROVEMENT,MARKETING,"June 19, 2022"
REV649517,EMP008394,Q2 2024,2021-01-23,EMP013410,4.3,Good,41%,1.9,3.2,4.8,4.8,Great team player,Administraton,"January 23, 2021"
REV764360,EMP016500,Q4 2023,03-02-2021,EMP013074,2.5,Average,76%,2.9,2.7,5.0,2.1,Exceeded expectations,Customer Support,"March 02, 2021"
REV195824,EMP002036,Q1 2024,"February 22, 2024",EMP006732,4.7,average,83%,3.8,4.8,3.0,1.4,Shows initiative,H.R.,2024/02/22
REV879252,EMP002093,Q3 2022,2021/06/26,EMP013013,4.4 ,3 - Average,92%,1.8,4.8,3.0,3.6,Good performer,Fiance,2021/06/26
REV314435,EMP012070,Q42023,11-26-2023,,3.3,BELOW AVG,61%,5.0,4.4,2.1,3.8,Reliable and dedicated,Ops,"November 26, 2023"
REV321336,EMP019820,Q3 2022,2022/08/13,EMP012643,3.6,3-Avg,95%,4.2,1.5,4.1,3.5,Good performer,Information Technology,08-13-2022
REV470990,EMP018137,Q4 2021,"September 03, 2021",EMP002632,2.3,Poor,96%,4.1,1.4,,3.6,Excellent communicator,customer support,"September 03, 2021"
REV533661,EMP018879,Q22024,2023/07/23,EMP000387,2.9 ,3 - Average,58%,3.7,,2.3,,needs improvement,Fiance,07-23-2023
REV328280,EMP003187,Q2 2023,"September 08, 2024",EMP004905,4.8,average,78%,3.9,2.5,1.4,2.6,Reliable and dedicated,Eng,09-08-2024
REV885490,EMP011172,Q2 2022,20 Feb 2021,EMP005968,3.1,excellent,29%,1.5,4.7,2.5,,Room for growth,sales,02-20-2021
REV650163,EMP012419,Q1 2021,21/08/2022,EMP009372,1.9,GOOD,83%,,1.4,4.5,1.7,Reliable and dedicated,Admin,21/08/2022
REV728893,EMP013525,Q3 2023,2021/06/05,EMP015118,3.6,1-Poor,79%,3.2,1.1,4.2,4.2,Shows initiative,PROCUREMENT,2021/06/05
REV425514,EMP018763,Q4 2021,02/11/2022,EMP017473,2.8,BELOW AVG,69%,1.7,3.2,,,Meets expectations,Operatons,2022/11/02
REV515574,EMP955380,Q2 2023,2023/07/24,,1.3,Excellent,20%,3.2,2.3,4.6,1.8,consistent results,Slaes,2023-07-24
REV787839,EMP006215,Q3 2024,02-15-2021,EMP002354,1.4,GOOD,36%,4.1,1.1,,3.0,Good performer,Marketting,15/02/2021
REV581279,EMP010847,Q3 2021,06-11-2022,EMP014538,,3-Avg,81%,1.6,4.2,2.1,1.3,Struggles with deadlines,Mktg,"June 11, 2022"
REV201329,EMP005563,Q1 2024,22/11/2023,EMP009339,2.6,2-Below Average,,1.8,4.6,4.4,4.8,Reliable and dedicated,Fin,2023-11-22
REV412500,EMP013027,Q1 2024,"July 27, 2024",EMP014392,1.8,excellent,50%,1.3,4.5,2.1,2.8,,Procurment,2024/07/27
REV184546,EMP018336,Q1 2021,"March 04, 2024",EMP001547,4.4,4 - Good,22%,4.3,4.4,,2.8,Consistent results,Law,04/03/2024
REV112391,EMP010341,Q4 2023,07-28-2022,,,good,64%,1.0,1.5,3.5,4.7,needs improvement,MARKETING,2022/07/28
REV524549,EMP006863,Q1 2021,2022-08-27,EMP007545,2.4,2-Below Average,33%,1.7,2.9,2.5,5.0,NEEDS IMPROVEMENT,human resources,2022-08-27
REV505867,EMP005071,Q1 2022,2021-05-19,,1.6,POOR,83%,1.2,2.7,3.5,2.0,Excellent communicator,procurement,19 May 2021
REV764066,EMP015277,Q4 2022,2024-02-18,EMP000489,1.1,3 - Average,89%,3.2,4.0,4.0,4.2,Exceeded expectations,sales,"February 18, 2024"
REV593356,EMP009094,Q1 2023,30 Apr 2023,EMP001489,1.3,Average,25%,3.8,4.0,4.1,2.6,Consistent results,Operations,04-30-2023
REV543315,EMP017890,Q3 2022,12/06/2022,,1.9,GOOD,72%,2.8,2.2,1.6,2.4,Great team player,engineering,2022/06/12
REV799113,EMP007371,Q4 2021,26/09/2023,EMP007271,,3 - Average,58%,3.1,2.4,2.6,2.9,Excellent communicator,Engineerng,2023/09/26
REV585773,EMP012421,Q1 2021,"November 20, 2022",EMP004028,3.4,1 - Poor,69%,2.1,1.5,2.6,4.4,Needs improvement,Engineerng,11-20-2022
REV203455,EMP018560,Q1 2023,26/03/2023,EMP007175,2.1,3 - Average,82%,2.9,2.9,4.3,3.3,N/A,it,03-26-2023
REV533221,EMP019611,Q3 2023,31 Jan 2021,EMP014295,2.7,3 - Average,52%,1.2,3.2,2.9,3.8,,customer support,2021-01-31
REV893847,EMP002697,Q1 2023,"December 14, 2023",EMP014607,3.5,excellent,80%,4.7,1.9,1.4,3.9,Shows initiative,FINANCE,14/12/2023
REV881992,EMP003836,Q1 2021,02-23-2024,EMP007028,1.3,AVG,38%,4.3,4.0,2.4,4.3,EXCEEDED EXPECTATIONS,Administraton,23/02/2024
REV581846,EMP015254,Q2 2022,2023-05-15,EMP016168,3.6 ,average,,4.2,3.9,4.6,4.1,Consistent results,Finance,2023/05/15
REV808187,EMP936558,Q4 2022,2022/11/26,EMP016755,2.1,3 - Average,42%,2.0,1.0,3.8,1.9,consistent results,operations,"November 26, 2022"
REV739498,EMP018072,Q3 2023,11/04/2021,EMP009678,1.6,EXCELLENT,71%,4.2,3.8,2.1,2.2,Needs improvement,ENGINEERING,11/04/2021
REV515385,EMP007072,Q4 2022,09-06-2021,EMP003732,3.0 ,Good,95%,4.4,4.6,1.0,,N/A,Administration,2021/09/06
REV464095,EMP003495,Q2 2021,2021/09/12,EMP003197,4.5,3 - Average,61%,4.8,4.0,1.1,2.0,Outstanding leadership,RnD,12/09/2021
REV391226,EMP005736,Q3 2021,2021/09/25,,3.4,EXCELLENT,89%,3.1,,2.4,2.0,Meets expectations,Fiance,25/09/2021
REV474612,EMP009784,Q2 2024,2021-06-14,,1.6,Good,93%,1.9,1.4,4.2,2.1,Needs improvement,ENGINEERING,"June 14, 2021"
REV752244,EMP017168,Q4 2023,02/08/2023,EMP011616,2.2,4-Good,50%,1.0,2.0,2.6,2.3,Excellent communicator,sales,02 Aug 2023
REV335014,EMP003961,Q2 2024,09 Jun 2023,EMP002587,4.2,Average,84%,1.7,1.9,4.5,4.8,needs improvement,Mktg,09 Jun 2023
REV702007,EMP013308,Q3 2021,16 Feb 2023,EMP013319,4.6,3 - Average,83%,4.5,2.6,2.1,1.2,needs improvement,marketing,16 Feb 2023
REV483985,EMP014592,Q1 2024,"February 05, 2022",EMP007920,"""2.9""",5-Excellent,37%,4.3,1.8,4.2,3.7,consistent results,Ops,05/02/2022
REV386434,EMP017235,Q3 2021,2024/06/11,EMP007201,1.2,Excellent,26%,3.2,2.3,1.0,3.4,NEEDS IMPROVEMENT,customer support,2024-06-11
REV491283,EMP012956,Q2 2023,2021-03-07,EMP004553,,Excellent,41%,4.5,2.2,3.3,3.7,Outstanding leadership,admin,07 Mar 2021
REV132281,EMP017849,Q3 2023,2023-09-06,EMP014155,2.1,good,76%,2.6,2.2,3.5,3.6,N/A,ENGINEERING,2023/09/06
REV572672,EMP012001,Q3 2022,04-29-2024,EMP016904,1.6,excellent,56%,3.7,,1.9,4.3,Meets expectations,Marketing,"April 29, 2024"
REV974025,EMP010410,Q3 2021,07/03/2022,EMP003389,3.7,4 - Good,33%,3.1,2.4,3.8,1.8,consistent results,admin,2022-03-07
REV157927,EMP013867,Q2 2023,29 Aug 2021,EMP014937,3.1 ,Below Average,61%,2.1,1.6,4.4,4.0,Struggles with deadlines,Legal,"August 29, 2021"
REV125406,EMP018872,Q1 2021,11-17-2021,EMP005667,,3 - Average,34%,1.1,3.1,4.3,4.4,Excellent communicator,Administraton,11-17-2021
REV815100,EMP019560,Q4 2021,2024-02-29,EMP015572,1.7 ,GOOD,73%,3.5,3.4,1.9,4.5,Meets expectations,ADMIN,"February 29, 2024"
REV850472,EMP015168,Q3 2021,28 Nov 2022,EMP009980,,AVG,22%,3.4,4.6,,2.5,Outstanding leadership,Ops,2022/11/28
REV776846,EMP006820,Q4 2021,30 Sep 2021,EMP011564,4.1,BELOW AVG,42%,1.4,3.5,1.1,4.0,,customer support,2021/09/30
REV717507,EMP004931,Q2 2021,11/02/2021,EMP019978,2.2,GOOD,43%,2.7,4.4,1.0,4.5,,R&D,11/02/2021
REV550515,EMP984546,Q1 2023,"September 15, 2021",EMP004703,,3 - Average,100%,4.0,1.3,4.6,4.1,Consistent results,Administraton,09-15-2021
REV648746,EMP006319,Q1 2024,09-15-2022,EMP000550,5.0,4 - Good,34%,4.7,1.1,3.4,4.8,Excellent communicator,Cust Support,15/09/2022
REV129818,EMP006358,Q2 2022,"October 17, 2022",EMP003627,3.7,AVG,84%,2.5,2.7,4.7,,N/A,HR,10-17-2022
REV414977,EMP013766,Q2 2024,06-13-2021,EMP001725,1.9,Average,85%,1.2,1.6,2.3,,NEEDS IMPROVEMENT,H.R.,2021-06-13
REV147165,EMP013133,Q2 2024,"November 02, 2023",EMP018093,4.5,POOR,82%,4.6,1.7,1.1,,Struggles with deadlines,Operations,02 Nov 2023
REV398020,EMP014776,Q2 2021,13/11/2023,EMP007265,2.3,good,98%,2.5,4.9,2.7,1.1,needs improvement,Human Resource,11-13-2023
REV496682,EMP009500,Q3 2021,2023/04/05,EMP008372,2.1,excellent,24%,2.3,1.2,4.2,4.9,Excellent communicator,Fin,05/04/2023
REV183271,EMP010940,Q1 2022,20/10/2023,EMP010595,1.2,average,38%,4.3,1.2,1.8,3.4,Outstanding leadership,HR,2023/10/20
REV450534,EMP004320,Q1 2022,2024-08-11,EMP000315,3.1,2-Below Average,78%,3.2,2.7,4.7,1.3,NEEDS IMPROVEMENT,sales,08-11-2024
REV962435,EMP015992,Q1 2024,20/08/2021,EMP002598,1.2,average,96%,2.2,3.0,2.8,4.3,Meets expectations,marketing,2021-08-20
REV755846,EMP010261,Q4 2022,14 Aug 2022,EMP002837,4.7,below average,43%,3.8,3.6,,3.0,Excellent communicator,Ops,08-14-2022
REV170114,EMP018641,Q1 2021,18 Aug 2021,EMP012008,1.5,AVG,87%,1.9,4.5,4.8,1.4,EXCEEDED EXPECTATIONS,Research & Dev,"August 18, 2021"
REV479198,EMP011017,Q1 2023,"February 17, 2024",EMP007804,2.2,BELOW AVG,25%,3.7,3.1,1.2,4.7,Exceeded expectations,Information Technology,"February 17, 2024"
REV397379,EMP002831,Q1 2022,03/08/2023,EMP017703,3.3,3-Avg,96%,,2.5,3.5,1.8,Exceeded expectations,Engineerng,2023-08-03
REV133169,EMP013466,Q1 2022,"December 26, 2021",EMP016696,3.7,below average,57%,2.1,4.3,4.9,4.0,Struggles with deadlines,it,26/12/2021
REV824520,EMP000976,Q2 2021,01-10-2022,EMP007611,5.0,Average,45%,2.7,2.7,3.6,1.8,Outstanding leadership,HR,"January 10, 2022"
REV169019,EMP001173,Q12022,03-11-2023,EMP007336,4.6,2-Below Average,45%,2.3,4.9,1.3,3.7,,IT,2023/03/11
REV686079,EMP016077,Q2 2022,2023-07-05,EMP012223,4.6,Good,,3.1,1.6,1.5,1.9,Good performer,Sales,07-05-2023
REV565759,EMP015949,Q1 2024,04-26-2023,,4.9,good,46%,4.4,3.2,3.2,1.1,NEEDS IMPROVEMENT,Research & Dev,04-26-2023
REV104373,EMP003379,Q4 2021,"October 25, 2021",EMP018580,3.0,3 - Average,65%,2.8,3.9,3.9,4.6,EXCEEDED EXPECTATIONS,Administration,"October 25, 2021"
REV389777,EMP005067,Q1 2023,03-18-2021,EMP019658,3.7,5-Excellent,71%,4.9,4.0,4.5,4.9,Great team player,Procurment,2021-03-18
REV698001,EMP007574,Q4 2023,2024-02-27,,,average,91%,3.4,2.3,4.4,4.2,Meets expectations,Operations,"February 27, 2024"
REV996505,EMP000005,Q4 2021,10 Jul 2022,EMP012035,2.9,good,77%,4.8,3.3,3.8,2.8,Struggles with deadlines,finance,07-10-2022
REV487721,EMP013777,Q4 2021,"September 28, 2024",EMP008709,4.0,3-Avg,98%,2.3,3.9,4.4,2.3,Meets expectations,operations,"September 28, 2024"
REV241606,EMP006564,Q1 2021,22/04/2022,EMP002761,2.4,3-Avg,22%,3.7,1.9,,2.0,needs improvement,OPERATIONS,04-22-2022
REV204703,EMP001663,Q2 2024,03-15-2023,,3.7 ,3 - Average,51%,2.5,1.1,4.3,2.7,Exceeded expectations,Engineerng,"March 15, 2023"
REV110862,EMP003894,Q2 2022,"August 22, 2024",EMP002320,4.8,AVG,22%,,1.4,3.0,,Struggles with deadlines,RnD,22/08/2024
REV459841,EMP011686,Q1 2022,"February 28, 2024",,3.4,4 - Good,99%,5.0,3.2,,3.6,,human resources,02-28-2024
REV817295,EMP016326,Q3 2024,15 Mar 2022,EMP017542,1.7,below average,100%,3.1,2.1,1.4,2.3,Outstanding leadership,Finance,15 Mar 2022
REV754753,EMP013735,Q1 2021,2023-03-02,EMP014252,3.6 ,BELOW AVG,91%,2.5,3.6,,4.7,N/A,Finance,03-02-2023
REV746796,EMP000360,Q3 2021,28 Aug 2023,EMP001118,1.6,2-Below Average,86%,1.0,3.5,1.3,4.0,Struggles with deadlines,Human Resource,28 Aug 2023
REV237555,EMP007745,Q3 2023,05/12/2023,EMP016648,"""4.7""",AVG,98%,4.0,1.7,1.1,4.0,Good performer,RnD,05/12/2023
REV675282,EMP013218,Q3 2021,2023/04/14,,1.6 ,GOOD,57%,3.3,1.7,1.0,4.1,Excellent communicator,Eng,2023-04-14
REV191277,EMP012800,Q2 2021,"September 02, 2021",EMP012555,3.3,Average,65%,5.0,2.9,2.7,2.1,needs improvement,Procurment,02 Sep 2021
REV651506,EMP010675,Q3 2021,2022-02-17,EMP006014,2.2,average,61%,3.9,2.5,3.7,1.9,Excellent communicator,ADMIN,17/02/2022
REV574766,EMP003088,Q2 2022,04-09-2022,EMP008377,,4-Good,92%,3.4,2.4,2.5,1.8,Shows initiative,Legel,2022-04-09
REV382420,EMP004157,Q2 2023,2022-07-29,EMP002729,3.8,below average,60%,1.9,3.7,2.3,,Room for growth,Info Tech,07-29-2022
REV338579,EMP001717,Q4 2022,"December 18, 2021",EMP003021,3.9,3-Avg,29%,2.0,2.9,2.7,3.1,,Sale,2021/12/18
REV411997,EMP017518,Q3 2022,27/08/2024,EMP014317,4.6,GOOD,26%,1.4,4.0,4.2,4.7,Outstanding leadership,Admin,08-27-2024
REV914207,EMP010705,Q1 2024,"April 03, 2024",EMP011762,3.8,AVG,80%,1.6,1.4,4.4,2.1,Exceeded expectations,FINANCE,2024/04/03
REV587515,EMP002993,Q12022,14 Aug 2021,EMP000527,1.4,EXCELLENT,36%,1.8,1.6,2.7,1.9,Exceeded expectations,Info Tech,2021/08/14
REV706721,EMP017409,Q4 2022,"February 16, 2021",,3.2,5 - Excellent,49%,1.1,2.6,1.5,2.3,NEEDS IMPROVEMENT,Slaes,2021-02-16
REV215799,EMP016928,Q1 2023,2024-08-17,EMP016750,1.7,4-Good,93%,3.4,4.2,2.1,3.2,Outstanding leadership,Procurement,2024-08-17
REV740378,EMP019095,Q4 2021,12-26-2021,EMP016583,1.4,Good,,1.3,4.3,,1.4,EXCEEDED EXPECTATIONS,finance,26/12/2021
REV866813,EMP005568,Q12021,16/11/2022,EMP009552,3.5,4-Good,77%,2.6,1.8,2.3,2.7,Outstanding leadership,Fin,16/11/2022
REV387981,EMP019132,Q1 2022,24 Jun 2022,EMP014398,1.8,AVG,93%,2.3,3.2,3.2,3.8,Room for growth,customer support,"June 24, 2022"
REV482172,EMP004536,Q4 2022,06 Aug 2024,EMP016579,"""4.2""",Below Average,88%,3.6,2.7,4.7,4.9,NEEDS IMPROVEMENT,Research & Dev,06/08/2024
REV141800,EMP014710,Q1 2021,2023/07/01,EMP015039,2.4,3-Avg,76%,2.4,4.0,4.2,2.8,consistent results,admin,01/07/2023
REV700350,EMP003632,Q2 2024,06/06/2024,EMP007322,1.6,GOOD,93%,3.5,,2.1,2.2,consistent results,Administraton,06 Jun 2024
REV420926,EMP981836,Q1 2021,28 Aug 2021,EMP011830,4.7,Average,29%,1.4,3.1,,4.3,Shows initiative,Humaan Resources,28/08/2021
REV605224,EMP012634,Q3 2024,17 Mar 2024,EMP005167,2.7,below average,47%,,4.6,3.3,3.4,Room for growth,customer support,17/03/2024
REV666541,EMP005465,Q4 2023,07 May 2023,EMP003884,3.0,4 - Good,33%,1.8,2.6,3.8,3.6,Excellent communicator,Sales,05-07-2023
REV284094,EMP008988,Q2 2021,2021/06/09,EMP000011,2.2,excellent,76%,1.8,3.6,3.9,4.9,Consistent results,customer support,09 Jun 2021
REV874532,EMP004385,Q3 2023,10 Jul 2021,EMP006282,3.2,Average,27%,,4.4,1.1,2.7,consistent results,PROCUREMENT,"July 10, 2021"
REV666314,EMP014580,Q2 2021,15/07/2022,EMP008241,4.6,4-Good,99%,2.1,1.0,4.7,4.3,Reliable and dedicated,FINANCE,07-15-2022
REV590771,EMP003679,Q3 2022,14/03/2024,EMP004725,4.8,Average,38%,2.4,1.0,3.5,4.6,,Administraton,2024-03-14
REV408695,EMP006619,Q4 2023,11-24-2022,EMP004803,3.3,3 - Average,98%,3.5,3.0,4.5,,Exceeded expectations,Legel,2022/11/24
REV788646,EMP007247,Q4 2021,21 Jul 2021,EMP001982,3.1,Below Avg,97%,4.2,4.9,,3.2,Great team player,Fiance,21 Jul 2021
REV573710,EMP000379,Q3 2022,09-12-2023,EMP013799,2.6,good,54%,1.7,4.1,4.8,2.8,consistent results,Mktg,12 Sep 2023
REV227043,EMP018829,Q2 2021,2022-02-04,EMP019531,3.6,5 - Excellent,95%,4.9,1.9,2.4,4.1,needs improvement,FINANCE,2022/02/04
REV365990,EMP008569,Q2 2022,06-14-2023,EMP000044,"""3.5""",Good,85%,2.5,2.5,2.9,4.1,Shows initiative,Info Tech,"June 14, 2023"
REV206070,EMP002316,Q3 2023,22/01/2024,EMP005851,3.8,EXCELLENT,99%,2.5,3.5,,1.8,Meets expectations,customer support,"January 22, 2024"
REV877663,EMP000157,Q2 2023,10-26-2021,EMP014810,4.4,AVG,42%,2.2,,1.3,2.4,consistent results,procurement,2021/10/26
REV664817,EMP019676,Q2 2024,2022-03-26,EMP018549,3.6,good,21%,4.8,1.9,3.3,2.0,,operations,"March 26, 2022"
REV644715,EMP015869,Q1 2024,11-01-2023,EMP000671,1.5,AVG,44%,1.3,2.7,4.8,3.3,consistent results,Fin,2023/11/01
REV565020,EMP017224,Q2 2021,2021-08-14,EMP003302,5.0,GOOD,45%,2.1,2.9,4.7,3.5,,procurement,08-14-2021
REV648263,EMP019633,Q3 2023,28 Mar 2021,EMP017569,3.2,good,44%,3.3,4.8,3.4,1.7,Shows initiative,PROCUREMENT,2021-03-28
REV689467,EMP002722,Q2 2021,05-16-2024,EMP015649,4.4,below average,70%,1.7,2.0,3.2,3.3,Good performer,SALES,2024-05-16
REV911528,EMP012703,Q3 2024,"April 16, 2022",EMP002318,1.3,Average,41%,4.0,4.5,2.4,2.5,Good performer,operations,16/04/2022
REV833925,EMP000504,Q2 2022,"January 22, 2022",EMP016186,2.8,Average,55%,4.4,1.0,1.1,4.1,Exceeded expectations,IT,22 Jan 2022
REV898675,EMP006832,Q3 2022,2024-02-15,EMP008078,3.7,Below Average,46%,2.5,1.6,1.9,2.1,Outstanding leadership,Finance,"February 15, 2024"
REV658634,EMP004358,Q3 2024,02 Nov 2023,EMP018547,,3 - Average,74%,3.9,4.2,4.2,3.6,Struggles with deadlines,IT,11-02-2023
REV666700,EMP002895,Q1 2023,2022-09-28,EMP017823,3.8,Below Avg,58%,2.9,3.2,3.0,1.7,consistent results,Information Technology,2022-09-28
REV985915,EMP012408,Q3 2022,2024/09/25,EMP008296,4.0,GOOD,93%,4.5,4.3,2.6,1.9,Outstanding leadership,R&D,"September 25, 2024"
REV856500,EMP006546,Q2 2024,"March 28, 2021",EMP008754,4.0,average,22%,3.9,4.7,2.9,4.6,NEEDS IMPROVEMENT,Engineerng,2021-03-28
REV103048,EMP006275,Q2 2021,08 Jan 2023,EMP018080,1.9,1 - Poor,56%,2.2,3.1,1.5,2.2,consistent results,Admin,08 Jan 2023
REV240170,EMP010077,Q1 2022,2023/03/08,EMP005349,3.8,BELOW AVG,27%,3.3,2.8,,2.8,Struggles with deadlines,Marketting,2023-03-08
REV479934,EMP008156,Q1 2024,2024/09/08,EMP016448,4.9 ,4-Good,67%,2.3,,3.7,5.0,N/A,finance,08 Sep 2024
REV492646,EMP011278,Q22024,05/01/2024,EMP017051,4.2,3 - Average,28%,,4.4,3.2,3.0,,IT,"January 05, 2024"
REV202971,EMP009914,Q2 2023,"July 28, 2021",,,Average,97%,1.9,3.8,3.3,4.0,Struggles with deadlines,it,"July 28, 2021"
REV388506,EMP013611,Q3 2024,25 Nov 2022,EMP001683,3.7,excellent,64%,5.0,4.0,2.0,4.8,,Procurment,2022/11/25
REV685881,EMP004959,Q4 2022,09-09-2024,EMP014201,3.2,EXCELLENT,100%,2.7,1.7,4.5,1.4,NEEDS IMPROVEMENT,Procurement,2024/09/09
REV853273,EMP008558,Q4 2021,2024/01/23,EMP004709,4.3,4-Good,21%,3.8,3.5,2.1,4.5,Exceeded expectations,HR,23 Jan 2024
REV953032,EMP016775,Q1 2021,"April 21, 2022",EMP001719,4.4,4 - Good,,4.1,2.9,2.3,2.6,Good performer,operations,"April 21, 2022"
REV913401,EMP005526,Q2 2022,2024/06/16,EMP002408,5.0,Good,28%,1.2,4.4,4.6,3.1,good performer,Marketing,16 Jun 2024
REV360408,EMP017433,Q3 2022,2021-01-24,,4.0,Good,95%,4.2,3.3,1.5,3.3,,Marketting,01-24-2021
REV707256,EMP014451,Q1 2023,"October 11, 2022",EMP008426,3.3,AVG,37%,5.0,1.1,,3.4,Outstanding leadership,Law,10-11-2022
REV712044,EMP012095,Q2 2023,22 Jan 2023,EMP008990,3.8,Average,57%,1.7,2.8,3.4,3.8,Outstanding leadership,operations,2023/01/22
REV619108,EMP015123,Q2 2024,2022/04/18,EMP006242,2.7,4-Good,44%,2.0,1.4,3.9,3.0,Outstanding leadership,Legal,04-18-2022
REV686792,EMP002355,Q4 2022,2024/02/22,,1.4,EXCELLENT,99%,4.0,1.5,2.5,3.2,Shows initiative,Operatons,22 Feb 2024
REV672219,EMP013993,Q1 2022,2021-07-13,EMP004089,4.5,5-Excellent,67%,1.2,3.2,4.1,1.4,consistent results,Marketting,13 Jul 2021
REV938250,EMP016425,Q2 2024,19/09/2023,EMP013433,3.4,Below Average,55%,2.8,4.2,3.6,3.5,N/A,Information Technology,"September 19, 2023"
REV424923,EMP009735,Q3 2021,2022/08/17,EMP012976,1.1,average,96%,3.8,3.9,3.0,1.6,Needs improvement,SALES,2022/08/17
REV826848,EMP002817,Q3 2022,05-19-2023,EMP003652,1.1,GOOD,62%,2.7,1.2,3.3,4.5,Reliable and dedicated,Operatons,19 May 2023
REV186019,EMP001059,Q3 2024,2024-02-11,EMP016447,4.1,3-Avg,55%,3.2,2.3,,1.1,Outstanding leadership,I.T.,2024-02-11
REV824567,EMP003549,Q1 2022,11 May 2022,EMP004310,4.5,excellent,70%,3.7,4.5,4.9,3.4,Outstanding leadership,Operatons,05-11-2022
REV497885,EMP009304,Q4 2022,04/09/2023,EMP013281,1.9,Below Average,,2.1,2.2,4.8,2.9,NEEDS IMPROVEMENT,admin,09-04-2023
REV956345,EMP005922,Q3 2023,2024-05-18,EMP016987,1.5,excellent,97%,2.4,,4.5,1.0,NEEDS IMPROVEMENT,Engineering,18/05/2024
REV268654,EMP005373,Q1 2023,"February 05, 2022",EMP014040,3.6 ,Good,91%,2.3,2.9,4.5,,Exceeded expectations,R&D,02-05-2022
REV595095,EMP002509,Q3 2024,2021/08/25,,1.3,4 - Good,55%,2.1,1.6,1.4,2.6,,Marketing,25/08/2021
REV311503,EMP007933,Q1 2024,"May 01, 2021",EMP016660,3.3,GOOD,29%,2.9,3.0,4.3,4.7,Shows initiative,LEGAL,05-01-2021
REV911935,EMP004531,Q4 2021,13/07/2024,EMP004075,2.7,4-Good,81%,4.3,3.7,4.0,1.4,Meets expectations,admin,2024-07-13
REV557636,EMP000901,Q3 2024,31 May 2023,EMP008086,3.7,3 - Average,34%,,1.2,3.5,,needs improvement,operations,31/05/2023
REV188385,EMP019970,Q4 2023,2022-03-30,EMP019645,1.8,4-Good,73%,1.0,3.7,1.1,3.8,Meets expectations,Research and Development,30 Mar 2022
REV341300,EMP008618,Q1 2021,2022/05/31,EMP001251,3.1,3 - Average,93%,3.4,5.0,1.3,4.5,Outstanding leadership,Human Resource,2022/05/31
REV245957,EMP007386,Q1 2024,17/04/2023,EMP017059,1.9,2-Below Average,27%,2.7,1.9,4.8,2.1,Good performer,marketing,17 Apr 2023
REV837328,EMP014664,Q3 2021,"April 02, 2024",EMP010859,3.2,Average,78%,4.6,3.1,4.3,1.1,,ADMIN,2024/04/02
REV545951,EMP007672,Q3 2021,05-06-2024,EMP013560,2.4,average,49%,4.1,1.3,2.0,1.6,needs improvement,Operations,06 May 2024
REV630602,EMP010240,Q2 2022,2023-08-13,EMP003701,,5-Excellent,74%,,,2.1,,good performer,PROCUREMENT,2023/08/13
REV896662,EMP007744,Q3 2022,08/07/2022,EMP010679,,Good,,4.2,3.4,3.0,3.4,Outstanding leadership,Humaan Resources,08/07/2022
REV420927,EMP019239,Q2 2022,01/03/2022,EMP019489,1.7,BELOW AVG,20%,,3.6,4.6,4.2,EXCEEDED EXPECTATIONS,LEGAL,01/03/2022
REV485819,EMP008850,Q3 2021,07-31-2023,EMP007989,3.0,Average,54%,2.2,2.5,2.6,3.5,Exceeded expectations,Humaan Resources,31/07/2023
REV337291,EMP010325,Q2 2023,03-21-2022,EMP006266,1.1,GOOD,80%,2.3,3.5,2.1,4.4,Needs improvement,Marketing,2022-03-21
REV381884,EMP001618,Q2 2022,18 Dec 2021,EMP000484,"""2.9""",Good,81%,4.4,3.8,3.2,,Consistent results,ENGINEERING,2021-12-18
REV194606,EMP006799,Q1 2024,17/02/2022,EMP000612,1.9,good,96%,1.5,4.4,2.7,1.2,Outstanding leadership,customer support,"February 17, 2022"
REV209182,EMP004527,Q1 2022,2021/01/31,EMP014964,4.1,5-Excellent,75%,2.1,4.6,3.7,3.5,,Operations,31 Jan 2021
REV223902,EMP004196,Q4 2021,03 Nov 2022,EMP010189,2.8,AVG,78%,4.3,,3.2,4.3,Needs improvement,Procurement,2022-11-03
REV514129,EMP010339,Q3 2023,05/07/2024,EMP007593,4.1,excellent,,2.1,2.5,3.9,2.2,consistent results,Marketting,05/07/2024
REV948855,EMP019768,Q3 2024,01/10/2022,EMP007651,4.9,EXCELLENT,28%,3.8,3.0,4.3,3.3,Consistent results,ENGINEERING,10-01-2022
